"Pr_40_35_93_86","Wc And Washbasin Combined Units","Pr_40_35_93"
"Pr_40_35_93_87","Wc Cistern Fittings","Pr_40_35_93"
"Pr_40_35_93_90","Wc Cisterns","Pr_40_35_93"
"Pr_40_35_93_91","Wc Flushing Valves","Pr_40_35_93"
"Pr_40_35_93_92","Wc Large Capacity Replacement Cisterns","Pr_40_35_93"
"Pr_40_35_93_93","Wc Pan Connectors","Pr_40_35_93"
"Pr_40_35_93_94","Wc Pans","Pr_40_35_93"
"Pr_40_35_93_95","Wc Seats And Covers","Pr_40_35_93"
"Pr_40_35_93_96","Wc Squatting Pans","Pr_40_35_93"
"Pr_40_35_93_97","Wc Suites","Pr_40_35_93"
"Pr_40_35_93_99","Wc, Wash And Dry Combined Units","Pr_40_35_93"
"Pr_40_50","Furnishings","Pr_40"
"Pr_40_50_05","Artworks","Pr_40_50"
"Pr_40_50_05_02","Acrylic Paintings","Pr_40_50_05"
"Pr_40_50_05_11","Carvings","Pr_40_50_05"
"Pr_40_50_05_13","Chalk Drawings","Pr_40_50_05"
"Pr_40_50_05_14","Charcoal Drawings","Pr_40_50_05"
"Pr_40_50_05_24","Drypoint Prints","Pr_40_50_05"
"Pr_40_50_05_27","Embroideries","Pr_40_50_05"
"Pr_40_50_05_28","Etchings","Pr_40_50_05"
"Pr_40_50_05_29","Floor-Mounted Mobiles","Pr_40_50_05"
"Pr_40_50_05_30","Floor-Mounted Sculptures","Pr_40_50_05"
"Pr_40_50_05_33","Garden Ornaments","Pr_40_50_05"
"Pr_40_50_05_42","Installation Pieces","Pr_40_50_05"
"Pr_40_50_05_43","Interactive Artworks","Pr_40_50_05"
"Pr_40_50_05_46","Linoprints","Pr_40_50_05"
"Pr_40_50_05_50","Memorials","Pr_40_50_05"
"Pr_40_50_05_51","Mixed Media Artworks","Pr_40_50_05"
"Pr_40_50_05_55","Murals","Pr_40_50_05"
"Pr_40_50_05_58","Oil Paintings","Pr_40_50_05"
"Pr_40_50_05_60","Pastel Drawings","Pr_40_50_05"
"Pr_40_50_05_62","Pencil Drawings","Pr_40_50_05"
"Pr_40_50_05_66","Projected Artworks","Pr_40_50_05"
"Pr_40_50_05_76","Screenprints","Pr_40_50_05"
"Pr_40_50_05_77","Sculptural Reliefs","Pr_40_50_05"
"Pr_40_50_05_82","Son Et LumiéRes","Pr_40_50_05"
"Pr_40_50_05_84","Stand-Mounted Sculptures","Pr_40_50_05"
"Pr_40_50_05_85","Statuary","Pr_40_50_05"
"Pr_40_50_05_86","Suspended Mobiles","Pr_40_50_05"
"Pr_40_50_05_87","Tapestries","Pr_40_50_05"
"Pr_40_50_05_96","Wall-Mounted Sculptures","Pr_40_50_05"
"Pr_40_50_05_97","Water Colour Paintings","Pr_40_50_05"
"Pr_40_50_05_98","Weathervanes","Pr_40_50_05"
"Pr_40_50_06","Beds","Pr_40_50"
"Pr_40_50_06_10","Bunk Beds","Pr_40_50_06"
"Pr_40_50_06_11","Camp Beds","Pr_40_50_06"
"Pr_40_50_06_14","Chair Beds","Pr_40_50_06"
"Pr_40_50_06_16","Cots","Pr_40_50_06"
"Pr_40_50_06_18","Cradles","Pr_40_50_06"
"Pr_40_50_06_22","Divans","Pr_40_50_06"
"Pr_40_50_06_24","Double Beds","Pr_40_50_06"
"Pr_40_50_06_30","Foldaway Beds","Pr_40_50_06"
"Pr_40_50_06_31","Four-Poster Beds","Pr_40_50_06"
"Pr_40_50_06_32","Futons","Pr_40_50_06"
"Pr_40_50_06_36","Hammocks","Pr_40_50_06"
"Pr_40_50_06_37","Headboards","Pr_40_50_06"
"Pr_40_50_06_38","Hospital Beds","Pr_40_50_06"
"Pr_40_50_06_50","Mattresses","Pr_40_50_06"
"Pr_40_50_06_77","Single Beds","Pr_40_50_06"
"Pr_40_50_06_96","Waterbeds","Pr_40_50_06"
"Pr_40_50_07","Bins And Buckets","Pr_40_50"
"Pr_40_50_07_02","Aggregate Bins","Pr_40_50_07"
"Pr_40_50_07_10","Bulk Storage Fire Sand Bins","Pr_40_50_07"
"Pr_40_50_07_11","Carbon Steel Fire Buckets","Pr_40_50_07"
"Pr_40_50_07_12","Cemetery Flower Baskets","Pr_40_50_07"
"Pr_40_50_07_19","Compost Bins","Pr_40_50_07"
"Pr_40_50_07_22","Disposal Containers","Pr_40_50_07"
"Pr_40_50_07_25","Dustbins","Pr_40_50_07"
"Pr_40_50_07_35","Grit Bins","Pr_40_50_07"
"Pr_40_50_07_46","Linen Containers","Pr_40_50_07"
"Pr_40_50_07_47","Litter Bins","Pr_40_50_07"
"Pr_40_50_07_51","Metal Fire Buckets","Pr_40_50_07"
"Pr_40_50_07_57","Non-Segregated Waste Bins","Pr_40_50_07"
"Pr_40_50_07_64","Plastics Fire Buckets","Pr_40_50_07"
"Pr_40_50_07_70","Refuse Bag Holders","Pr_40_50_07"
"Pr_40_50_07_71","Refuse Bins","Pr_40_50_07"
"Pr_40_50_07_75","Salt Bins","Pr_40_50_07"
"Pr_40_50_07_76","Segregated Waste Bins","Pr_40_50_07"
"Pr_40_50_12","Chairs, Seats And Benches","Pr_40_50"
"Pr_40_50_12_02","Adult Changing Benches","Pr_40_50_12"
"Pr_40_50_12_07","Benches And Linked Seats","Pr_40_50_12"
"Pr_40_50_12_14","Chaises Longues","Pr_40_50_12"
"Pr_40_50_12_15","Classroom Seats","Pr_40_50_12"
"Pr_40_50_12_22","Dining Chairs","Pr_40_50_12"
"Pr_40_50_12_33","Garden Benches","Pr_40_50_12"
"Pr_40_50_12_37","High Chairs","Pr_40_50_12"
"Pr_40_50_12_48","Lounge Chairs","Pr_40_50_12"
"Pr_40_50_12_57","Office Chairs","Pr_40_50_12"
"Pr_40_50_12_63","Play Chairs","Pr_40_50_12"
"Pr_40_50_12_63","Portable Observation Poolside Chairs","Pr_40_50_12"
"Pr_40_50_12_75","Sanitary Seats","Pr_40_50_12"
"Pr_40_50_12_76","Settees","Pr_40_50_12"
"Pr_40_50_12_80","Sofa Beds","Pr_40_50_12"
"Pr_40_50_12_81","Sofas","Pr_40_50_12"
"Pr_40_50_12_82","Stacking Chairs","Pr_40_50_12"
"Pr_40_50_12_83","Stools","Pr_40_50_12"
"Pr_40_50_13","Clocks","Pr_40_50"
"Pr_40_50_13_04","Astronomical Clocks","Pr_40_50_13"
"Pr_40_50_13_05","Atomic Clocks","Pr_40_50_13"
"Pr_40_50_13_11","Candle Clocks","Pr_40_50_13"
"Pr_40_50_13_16","Congreve Clocks","Pr_40_50_13"
"Pr_40_50_13_22","Digital Clocks","Pr_40_50_13"
"Pr_40_50_13_26","Electric Clocks","Pr_40_50_13"
"Pr_40_50_13_29","Flip Clocks","Pr_40_50_13"
"Pr_40_50_13_42","Incense Clocks","Pr_40_50_13"
"Pr_40_50_13_58","Oil-Lamp Clocks","Pr_40_50_13"
"Pr_40_50_13_61","Pendulum Clocks","Pr_40_50_13"
"Pr_40_50_13_62","Pipe Organ Clocks","Pr_40_50_13"
"Pr_40_50_13_66","Projection Clocks","Pr_40_50_13"
"Pr_40_50_13_68","Pulsar Clocks","Pr_40_50_13"
"Pr_40_50_13_69","Quantum Clocks","Pr_40_50_13"
"Pr_40_50_13_70","Quartz Clocks","Pr_40_50_13"
"Pr_40_50_13_70","Radio Clocks","Pr_40_50_13"
"Pr_40_50_13_73","Rolling Ball Clocks","Pr_40_50_13"
"Pr_40_50_13_84","Steam Clocks","Pr_40_50_13"
"Pr_40_50_13_86","Sundials","Pr_40_50_13"
"Pr_40_50_13_89","Torsion Pendulum Clocks","Pr_40_50_13"
"Pr_40_50_13_96","Water Clocks","Pr_40_50_13"
"Pr_40_50_21","Desks, Tables And Worktops","Pr_40_50"
"Pr_40_50_21_13","Classroom Desks And Tables","Pr_40_50_21"
"Pr_40_50_21_21","Dining Tables","Pr_40_50_21"
"Pr_40_50_21_24","Dressing Tables","Pr_40_50_21"
"Pr_40_50_21_31","Food Preparation Tables","Pr_40_50_21"
"Pr_40_50_21_46","Laboratory Tables","Pr_40_50_21"
"Pr_40_50_21_48","Laundry Finishing Tables","Pr_40_50_21"
"Pr_40_50_21_49","Laundry Spotting Tables","Pr_40_50_21"
"Pr_40_50_21_58","Occasional Tables","Pr_40_50_21"
"Pr_40_50_21_59","Office Desks","Pr_40_50_21"
"Pr_40_50_21_60","Office Tables","Pr_40_50_21"
"Pr_40_50_21_63","Play Tables","Pr_40_50_21"
"Pr_40_50_21_77","School Art, Design And Technology Tables","Pr_40_50_21"
"Pr_40_50_21_97","Worktops","Pr_40_50_21"
"Pr_40_50_28","Extinguishers And Fire Blankets","Pr_40_50"
"Pr_40_50_28_11","Carbon Dioxide Fire Extinguishers","Pr_40_50_28"
"Pr_40_50_28_24","Dry Powder Fire Extinguishers","Pr_40_50_28"
"Pr_40_50_28_30","Foam Fire Extinguishers","Pr_40_50_28"
"Pr_40_50_28_37","Heavy Duty Fire Blankets","Pr_40_50_28"
"Pr_40_50_28_47","Light Duty Fire Blankets","Pr_40_50_28"
"Pr_40_50_28_64","Portable Fire Extinguishers","Pr_40_50_28"
"Pr_40_50_28_96","Water Fire Extinguishers","Pr_40_50_28"
"Pr_40_50_28_97","Wet Chemical Fire Extinguishers","Pr_40_50_28"
"Pr_40_50_33","Garden Furnishings","Pr_40_50"
"Pr_40_50_33_33","Garden Awnings","Pr_40_50_33"
"Pr_40_50_33_34","Garden Umbrellas","Pr_40_50_33"
"Pr_40_50_83","Sports Furnishings","Pr_40_50"
"Pr_40_50_83_06","Balancing Equipment","Pr_40_50_83"
"Pr_40_50_83_17","Cricket Cages","Pr_40_50_83"
"Pr_40_50_83_19","Cricket Wicket Stump Boxes","Pr_40_50_83"
"Pr_40_50_83_20","Cycle Ramps","Pr_40_50_83"
"Pr_40_50_83_28","Equestrian Jumps","Pr_40_50_83"
"Pr_40_50_83_29","Fencing Pistes","Pr_40_50_83"
"Pr_40_50_83_44","Jumping Equipment","Pr_40_50_83"
"Pr_40_50_83_87","Tennis Umpire's Stands","Pr_40_50_83"
"Pr_40_50_86","Swimming Pool Furnishings","Pr_40_50"
"Pr_40_50_86_46","Lane Rope Storage Bags","Pr_40_50_86"
"Pr_40_50_86_62","Portable Domestic Diving Boards ","Pr_40_50_86"
"Pr_40_50_86_64","Portable Starting Platforms","Pr_40_50_86"
"Pr_40_50_86_66","Private Use Pool Covers","Pr_40_50_86"
"Pr_40_50_86_68","Public Use Pool Covers","Pr_40_50_86"
"Pr_40_50_90","Trolleys","Pr_40_50"
"Pr_40_50_90_30","Fire Trolleys","Pr_40_50_90"
"Pr_40_50_90_31","Food Preparation Trolleys","Pr_40_50_90"
"Pr_40_50_90_32","Food Service Trolleys","Pr_40_50_90"
"Pr_40_50_90_33","Furniture Trolleys","Pr_40_50_90"
"Pr_40_50_90_46","Laundry Trolleys","Pr_40_50_90"
"Pr_40_50_90_47","Laundry Bag Trolleys","Pr_40_50_90"
"Pr_40_50_90_49","Luggage Trolleys","Pr_40_50_90"
"Pr_40_50_90_52","Mailroom Trolleys","Pr_40_50_90"
"Pr_40_50_90_64","Pool Lane Rope Storage Trolleys","Pr_40_50_90"
"Pr_40_50_90_72","Relay Break Detector Storage Trolleys","Pr_40_50_90"
"Pr_40_50_90_74","Roof Trolleys","Pr_40_50_90"
"Pr_40_50_90_76","Shopping Trolleys","Pr_40_50_90"
"Pr_40_50_90_88","Touchpad Storage Trolleys","Pr_40_50_90"
"Pr_40_70","Equipment","Pr_40"
"Pr_40_70_15","Cold Water Supply Sources","Pr_40_70"
"Pr_40_70_15_96","Water Coolers","Pr_40_70_15"
"Pr_40_70_21","Dishwashers","Pr_40_70"
"Pr_40_70_21_16","Conveyor Dishwashers","Pr_40_70_21"
"Pr_40_70_21_22","Dish And Utensil Washers","Pr_40_70_21"
"Pr_40_70_21_24","Domestic Dishwashers","Pr_40_70_21"
"Pr_40_70_21_30","Flight Dishwashers","Pr_40_70_21"
"Pr_40_70_21_60","Pass-Through Dishwashers","Pr_40_70_21"
"Pr_40_70_21_92","Under-Counter Dishwashers","Pr_40_70_21"
"Pr_40_70_22","Dispensing And Acceptance Units","Pr_40_70"
"Pr_40_70_22_07","Beverage Dispensers","Pr_40_70_22"
"Pr_40_70_22_15","Cold Drink Dispensers","Pr_40_70_22"
"Pr_40_70_22_16","Condom Dispensers","Pr_40_70_22"
"Pr_40_70_22_22","Donation Boxes","Pr_40_70_22"
"Pr_40_70_22_24","Drive-By Cash Payment Units","Pr_40_70_22"
"Pr_40_70_22_38","Hot Food Dispensers","Pr_40_70_22"
"Pr_40_70_22_47","Leaflet Dispensers","Pr_40_70_22"
"Pr_40_70_22_60","Parking Meters","Pr_40_70_22"
"Pr_40_70_22_61","Pay And Display Units","Pr_40_70_22"
"Pr_40_70_22_63","Plate Dispensers","Pr_40_70_22"
"Pr_40_70_22_71","Refreshment Dispensers","Pr_40_70_22"
"Pr_40_70_22_86","Sweets Dispensers","Pr_40_70_22"
"Pr_40_70_22_88","Ticket Dispensing Units","Pr_40_70_22"
"Pr_40_70_23","Display And Service Catering Products ","Pr_40_70"
"Pr_40_70_23_06","Bains Maries","Pr_40_70_23"
"Pr_40_70_23_26","Electric Bains-Marie","Pr_40_70_23"
"Pr_40_70_23_31","Food Display Units","Pr_40_70_23"
"Pr_40_70_23_53","Mobile Bains-Marie","Pr_40_70_23"
"Pr_40_70_23_54","Mobile Plain Top Hot Cupboards","Pr_40_70_23"
"Pr_40_70_23_72","Refrigerated Display Counters","Pr_40_70_23"
"Pr_40_70_23_84","Static Plain Top Hot Cupboards","Pr_40_70_23"
"Pr_40_70_23_86","Sushi Trains","Pr_40_70_23"
"Pr_40_70_24","Domestic Cooking Equipment","Pr_40_70"
"Pr_40_70_24_07","Built-In Electric Hobs","Pr_40_70_24"
"Pr_40_70_24_08","Built-In Electric Ovens","Pr_40_70_24"
"Pr_40_70_24_09","Built-In Gas Hobs","Pr_40_70_24"
"Pr_40_70_24_10","Built-In Gas Ovens","Pr_40_70_24"
"Pr_40_70_24_27","Electric Cooking Ranges","Pr_40_70_24"
"Pr_40_70_24_33","Gas Cooking Ranges","Pr_40_70_24"
"Pr_40_70_24_34","Gas Free-Standing Cookers","Pr_40_70_24"
"Pr_40_70_24_51","Microwave Ovens","Pr_40_70_24"
"Pr_40_70_25","Domestic Laundry Equipment","Pr_40_70"
"Pr_40_70_25_16","Combined Laundry Washer-Driers","Pr_40_70_25"
"Pr_40_70_25_46","Laundry Tumble Driers","Pr_40_70_25"
"Pr_40_70_25_47","Laundry Washing Machines","Pr_40_70_25"
"Pr_40_70_31","Food Refrigerators And Freezers","Pr_40_70"
"Pr_40_70_31_06","Blast Chiller Cabinets","Pr_40_70_31"
"Pr_40_70_31_07","Blast Chillers","Pr_40_70_31"
"Pr_40_70_31_08","Blast Freezer Cabinets","Pr_40_70_31"
"Pr_40_70_31_29","Freezer Cabinets","Pr_40_70_31"
"Pr_40_70_31_30","Freezer Counters","Pr_40_70_31"
"Pr_40_70_31_31","Freezers","Pr_40_70_31"
"Pr_40_70_31_32","Fridge-Freezers","Pr_40_70_31"
"Pr_40_70_31_70","Refrigerated Cabinets","Pr_40_70_31"
"Pr_40_70_31_71","Refrigerated Counters","Pr_40_70_31"
"Pr_40_70_31_72","Refrigerators","Pr_40_70_31"
"Pr_40_70_46","Laundry Fittings And Equipment","Pr_40_70"
"Pr_40_70_46_06","Barrier Washers","Pr_40_70_46"
"Pr_40_70_46_24","Drier Ironers","Pr_40_70_46"
"Pr_40_70_46_25","Dry Work Presses","Pr_40_70_46"
"Pr_40_70_46_30","Flatwork Ironers","Pr_40_70_46"
"Pr_40_70_46_31","Form Finishers","Pr_40_70_46"
"Pr_40_70_46_32","Front-Loading Washers","Pr_40_70_46"
"Pr_40_70_46_39","Hydro Extractors","Pr_40_70_46"
"Pr_40_70_46_42","Ironing Tables","Pr_40_70_46"
"Pr_40_70_46_45","Laundry Cabinets","Pr_40_70_46"
"Pr_40_70_46_46","Laundry Feeders","Pr_40_70_46"
"Pr_40_70_46_47","Laundry Folders","Pr_40_70_46"
"Pr_40_70_46_48","Laundry Recovery Tanks","Pr_40_70_46"
"Pr_40_70_46_72","Roller Ironers","Pr_40_70_46"
"Pr_40_70_46_75","Sanitary Barrier Washers","Pr_40_70_46"
"Pr_40_70_46_77","Shirt Finishers","Pr_40_70_46"
"Pr_40_70_46_82","Spotting Cabinets","Pr_40_70_46"
"Pr_40_70_46_90","Trouser Presses","Pr_40_70_46"
"Pr_40_70_46_91","Tumble Driers","Pr_40_70_46"
"Pr_40_70_46_96","Washer Extractors","Pr_40_70_46"
"Pr_40_70_46_97","Washer Driers","Pr_40_70_46"
"Pr_40_70_46_98","Water Extraction Presses","Pr_40_70_46"
"Pr_40_70_46_99","Wet Work Presses","Pr_40_70_46"
"Pr_40_70_47","Laundry Washers And Driers","Pr_40_70"
"Pr_40_70_47_06","Batch Laundry Driers","Pr_40_70_47"
"Pr_40_70_47_07","Batch Laundry Washers","Pr_40_70_47"
"Pr_40_70_47_46","Laundry Driers","Pr_40_70_47"
"Pr_40_70_62","Personal Driers","Pr_40_70"
"Pr_40_70_62_09","Body Driers","Pr_40_70_62"
"Pr_40_70_62_29","Face Driers","Pr_40_70_62"
"Pr_40_70_62_36","Hair Driers","Pr_40_70_62"
"Pr_40_70_62_37","Hand Driers","Pr_40_70_62"
"Pr_40_70_65","Preparation Catering Equipment","Pr_40_70"
"Pr_40_70_65_04","Atmospheric Electric Steamers","Pr_40_70_65"
"Pr_40_70_65_05","Atmospheric Gas Steamers","Pr_40_70_65"
"Pr_40_70_65_16","Conveyor Toasters","Pr_40_70_65"
"Pr_40_70_65_18","Electric Boiling Pans","Pr_40_70_65"
"Pr_40_70_65_19","Electric Boiling Tables","Pr_40_70_65"
"Pr_40_70_65_20","Electric Bratt Pans","Pr_40_70_65"
"Pr_40_70_65_21","Electric Cooking Ranges","Pr_40_70_65"
"Pr_40_70_65_22","Electric Deep Fat Fryers","Pr_40_70_65"
"Pr_40_70_65_23","Electric Fryers","Pr_40_70_65"
"Pr_40_70_65_24","Electric Griddles","Pr_40_70_65"
"Pr_40_70_65_25","Electric Grills","Pr_40_70_65"
"Pr_40_70_65_26","Electric Hot Water Dispensers","Pr_40_70_65"
"Pr_40_70_65_27","Electric Oven Ranges","Pr_40_70_65"
"Pr_40_70_65_28","Electric Steaming Ovens","Pr_40_70_65"
"Pr_40_70_65_29","Food Blenders","Pr_40_70_65"
"Pr_40_70_65_30","Food Mincers","Pr_40_70_65"
"Pr_40_70_65_31","Food Mixers","Pr_40_70_65"
"Pr_40_70_65_32","Food Smokers","Pr_40_70_65"
"Pr_40_70_65_33","Gas Boiling Pans","Pr_40_70_65"
"Pr_40_70_65_34","Gas Boiling Tables","Pr_40_70_65"
"Pr_40_70_65_35","Gas Bratt Pans","Pr_40_70_65"
"Pr_40_70_65_36","Gas Cooking Ranges","Pr_40_70_65"
"Pr_40_70_65_37","Gas Deep Fat Fryers","Pr_40_70_65"
"Pr_40_70_65_38","Gas Fryers","Pr_40_70_65"
"Pr_40_70_65_39","Gas Grills","Pr_40_70_65"
"Pr_40_70_65_40","Gas Oven Ranges","Pr_40_70_65"
"Pr_40_70_65_41","Gas Steaming Ovens","Pr_40_70_65"
"Pr_40_70_65_42","General Purpose Electric Ovens","Pr_40_70_65"
"Pr_40_70_65_43","General Purpose Gas Ovens","Pr_40_70_65"
"Pr_40_70_65_44","Gravity Feed Slicers","Pr_40_70_65"
"Pr_40_70_65_45","Hot Cupboards","Pr_40_70_65"
"Pr_40_70_65_51","Microwave Ovens","Pr_40_70_65"
"Pr_40_70_65_65","Potato Peelers","Pr_40_70_65"
"Pr_40_70_65_79","Slot Toasters","Pr_40_70_65"
"Pr_40_70_65_94","Vegetable Preparation Machines","Pr_40_70_65"
"Pr_40_70_67","Projectors","Pr_40_70"
"Pr_40_70_67_14","Cinematic Projectors","Pr_40_70_67"
"Pr_40_70_67_22","Digital Projectors","Pr_40_70_67"
"Pr_40_70_67_29","Film Projectors","Pr_40_70_67"
"Pr_40_70_67_63","Planetarium Projectors","Pr_40_70_67"
"Pr_40_70_67_79","Slide Projectors","Pr_40_70_67"
"Pr_40_70_75","Safety Access Equipment","Pr_40_70"
"Pr_40_70_75_29","Fall Arrester Blocks","Pr_40_70_75"
"Pr_40_70_75_35","Guided Type Fall Arresters","Pr_40_70_75"
"Pr_40_70_75_36","Hand Climbing Devices","Pr_40_70_75"
"Pr_40_70_75_50","Manual Push-Pull Devices","Pr_40_70_75"
"Pr_40_70_75_51","Manual Winches","Pr_40_70_75"
"Pr_40_70_75_72","Rope And Pulley Devices","Pr_40_70_75"
"Pr_40_70_75_75","Safety Access Anchor Devices","Pr_40_70_75"
"Pr_40_70_75_76","Safety Access Equipment Winding Handles","Pr_40_70_75"
"Pr_40_70_75_77","Safety Access Harnesses","Pr_40_70_75"
"Pr_40_70_77","Sanitary Dispensing And Disposal Units","Pr_40_70"
"Pr_40_70_77_22","Disposable Apron Dispensers","Pr_40_70_77"
"Pr_40_70_77_23","Disposable Glove Dispensers","Pr_40_70_77"
"Pr_40_70_77_29","Facial Tissue Dispensers","Pr_40_70_77"
"Pr_40_70_77_31","Food Waste Disposal Units","Pr_40_70_77"
"Pr_40_70_77_36","Hand Cleaning Gel Dispensers","Pr_40_70_77"
"Pr_40_70_77_56","Nappy Disposal Bins","Pr_40_70_77"
"Pr_40_70_77_57","Needle Disposal Boxes","Pr_40_70_77"
"Pr_40_70_77_60","Paper Roll Dispensers","Pr_40_70_77"
"Pr_40_70_77_61","Paper Towel Dispensers","Pr_40_70_77"
"Pr_40_70_77_75","Sanitary Towel Dispensers","Pr_40_70_77"
"Pr_40_70_77_76","Sanitary Towel Disposal Bins","Pr_40_70_77"
"Pr_40_70_77_80","Soap Dispensers","Pr_40_70_77"
"Pr_40_70_77_85","Surface Wipes Dispensers","Pr_40_70_77"
"Pr_40_70_77_90","Toilet Paper Bulk Dispensers","Pr_40_70_77"
"Pr_40_70_81","Solid Fuel Handling Equipment","Pr_40_70"
"Pr_40_70_81_04","Ash Handling Equipment","Pr_40_70_81"
"Pr_40_70_81_15","Coal Handling Equipment","Pr_40_70_81"
"Pr_40_70_81_80","Solid Fuel Handling Equipment","Pr_40_70_81"
"Pr_40_70_86","Swimming Pool Equipment","Pr_40_70"
"Pr_40_70_86_02","Air Cushion Equipment","Pr_40_70_86"
"Pr_40_70_86_08","Buoyancy-Aided Movable Floors","Pr_40_70_86"
"Pr_40_70_86_10","Buoyancy-Aided Movable Bulkheads","Pr_40_70_86"
"Pr_40_70_86_52","Mechanical Drive Movable Floors","Pr_40_70_86"
"Pr_40_70_86_60","Pool Structure-Supported Movable Bulkheads","Pr_40_70_86"
"Pr_40_70_86_84","Surface Agitation Equipment","Pr_40_70_86"
"Pr_40_70_86_94","Water Polo Ball Release Devices","Pr_40_70_86"
"Pr_40_70_86_98","Wave Machine Equipment","Pr_40_70_86"
"Pr_45","Flora And Fauna Products","Pr"
"Pr_45_30","Flora And Fauna Products","Pr_45"
"Pr_45_30_04","Artificial Plants","Pr_45_30"
"Pr_45_30_04_03","Artificial Low Growing Trees","Pr_45_30_04"
"Pr_45_30_04_04","Artificial Topiary And Pleaching","Pr_45_30_04"
"Pr_45_30_04_05","Artificial Trees","Pr_45_30_04"
"Pr_45_30_04_64","Polyester Silk Plants","Pr_45_30_04"
"Pr_45_30_04_66","Preserved Plants","Pr_45_30_04"
"Pr_45_30_10","Bulbs, Corms, Tubers And Dormant Roots ","Pr_45_30"
"Pr_45_30_10_04","Annual Tubers","Pr_45_30_10"
"Pr_45_30_10_10","Bulbs","Pr_45_30_10"
"Pr_45_30_10_15","Corms","Pr_45_30_10"
"Pr_45_30_10_62","Perennial Roots","Pr_45_30_10"
"Pr_45_30_10_63","Perennial Tubers","Pr_45_30_10"
"Pr_45_30_36","Herbaceous And Aquatic Plants ","Pr_45_30"
"Pr_45_30_36_02","Annual Plugs","Pr_45_30_36"
"Pr_45_30_36_03","Aquatic Plant Bare Roots And Clumps","Pr_45_30_36"
"Pr_45_30_36_04","Aquatic Plant Bunches","Pr_45_30_36"
"Pr_45_30_36_15","Container-Grown Annuals","Pr_45_30_36"
"Pr_45_30_36_16","Container-Grown Perennials","Pr_45_30_36"
"Pr_45_30_36_64","Perennial Clumps","Pr_45_30_36"
"Pr_45_30_36_65","Perennial Plugs","Pr_45_30_36"
"Pr_45_30_76","Seeds","Pr_45_30"
"Pr_45_30_76_29","Flower Seeds","Pr_45_30_76"
"Pr_45_30_76_32","Fruit Seeds","Pr_45_30_76"
"Pr_45_30_76_34","Grass Seeds","Pr_45_30_76"
"Pr_45_30_76_48","Locally Collected Seeds","Pr_45_30_76"
"Pr_45_30_76_77","Site-Grown Temporary Crop Seeds","Pr_45_30_76"
"Pr_45_30_76_90","Tree And Shrub Seeds","Pr_45_30_76"
"Pr_45_30_76_94","Vegetable Seeds","Pr_45_30_76"
"Pr_45_30_76_97","Wildflower Seed Mixes","Pr_45_30_76"
"Pr_45_30_90","Trees, Shrubs And Woody Climbers ","Pr_45_30"
"Pr_45_30_90_04","Bare-Root Climbers","Pr_45_30_90"
"Pr_45_30_90_05","Bare-Root Conifers","Pr_45_30_90"
"Pr_45_30_90_06","Bare-Root Cutting-Raised Roses","Pr_45_30_90"
"Pr_45_30_90_07","Bare-Root Fruit Trees","Pr_45_30_90"
"Pr_45_30_90_08","Bare-Root Shrubs","Pr_45_30_90"
"Pr_45_30_90_09","Bare-Root Trees","Pr_45_30_90"
"Pr_45_30_90_10","Bare-Root Budded Roses","Pr_45_30_90"
"Pr_45_30_90_11","Cell-Grown Conifers","Pr_45_30_90"
"Pr_45_30_90_12","Cell-Grown Shrubs","Pr_45_30_90"
"Pr_45_30_90_13","Cell-Grown Trees","Pr_45_30_90"
"Pr_45_30_90_14","Container-Grown Bamboos","Pr_45_30_90"
"Pr_45_30_90_15","Container-Grown Budded Roses","Pr_45_30_90"
"Pr_45_30_90_16","Container-Grown Climbers","Pr_45_30_90"
"Pr_45_30_90_17","Container-Grown Conifers","Pr_45_30_90"
"Pr_45_30_90_18","Container-Grown Cutting-Raised Roses","Pr_45_30_90"
"Pr_45_30_90_19","Container-Grown Fruit Trees","Pr_45_30_90"
"Pr_45_30_90_20","Container-Grown Shrubs","Pr_45_30_90"
"Pr_45_30_90_21","Container-Grown Trees","Pr_45_30_90"
"Pr_45_30_90_71","Rootballed Bamboos","Pr_45_30_90"
"Pr_45_30_90_72","Rootballed Conifers","Pr_45_30_90"
"Pr_45_30_90_73","Rootballed Shrubs","Pr_45_30_90"
"Pr_45_30_90_74","Rootballed Trees","Pr_45_30_90"
"Pr_45_31","Formless Flora And Fauna Products","Pr_45"
"Pr_45_31_07","Biocides","Pr_45_31"
"Pr_45_31_07_07","Biocides","Pr_45_31_07"
"Pr_45_31_07_08","Biological Controls","Pr_45_31_07"
"Pr_45_31_07_15","Combined Selective Lawn Herbicide And Feed Mixes","Pr_45_31_07"
"Pr_45_31_07_32","Fungicides","Pr_45_31_07"
"Pr_45_31_07_42","Insecticides","Pr_45_31_07"
"Pr_45_31_07_55","Non-Oxidizing Water Treatment Biocides","Pr_45_31_07"
"Pr_45_31_07_56","Non-Selective Contact Herbicides","Pr_45_31_07"
"Pr_45_31_07_57","Non-Selective Residual Herbicides","Pr_45_31_07"
"Pr_45_31_07_58","Non-Selective Systemic Herbicides","Pr_45_31_07"
"Pr_45_31_07_59","Oxidizing Water Treatment Biocides","Pr_45_31_07"
"Pr_45_31_07_62","Plant Fungicides","Pr_45_31_07"
"Pr_45_31_07_64","Poisons","Pr_45_31_07"
"Pr_45_31_07_72","Rodenticides","Pr_45_31_07"
